Code,Name,FK_Month
19481108,1948-1949 November 08                ,1948194905
19481109,1948-1949 November 09                ,1948194905
19481110,1948-1949 November 10                ,1948194905
19481111,1948-1949 November 11                ,1948194905
19481112,1948-1949 November 12                ,1948194905
19481113,1948-1949 November 13                ,1948194905
19481114,1948-1949 November 14                ,1948194905
19481115,1948-1949 November 15                ,1948194905
19481116,1948-1949 November 16                ,1948194905
19481117,1948-1949 November 17                ,1948194905
19481118,1948-1949 November 18                ,1948194905
19481119,1948-1949 November 19                ,1948194905
19481120,1948-1949 November 20                ,1948194905
19481121,1948-1949 November 21                ,1948194905
19481122,1948-1949 November 22                ,1948194905
19481123,1948-1949 November 23                ,1948194905
19481124,1948-1949 November 24                ,1948194905
19481125,1948-1949 November 25                ,1948194905
19481126,1948-1949 November 26                ,1948194905
19481127,1948-1949 November 27                ,1948194905
19481128,1948-1949 November 28                ,1948194905
19481129,1948-1949 November 29                ,1948194905
19481130,1948-1949 November 30                ,1948194905
19481201,1948-1949 December 01                ,1948194906
19481202,1948-1949 December 02                ,1948194906
19481203,1948-1949 December 03                ,1948194906
19481204,1948-1949 December 04                ,1948194906
19481205,1948-1949 December 05                ,1948194906
19481206,1948-1949 December 06                ,1948194906
19481207,1948-1949 December 07                ,1948194906
19481208,1948-1949 December 08                ,1948194906
19481209,1948-1949 December 09                ,1948194906
19481210,1948-1949 December 10                ,1948194906
19481211,1948-1949 December 11                ,1948194906
19481212,1948-1949 December 12                ,1948194906
19481213,1948-1949 December 13                ,1948194906
19481214,1948-1949 December 14                ,1948194906
19481215,1948-1949 December 15                ,1948194906
19481216,1948-1949 December 16                ,1948194906
19481217,1948-1949 December 17                ,1948194906
19481218,1948-1949 December 18                ,1948194906
19481219,1948-1949 December 19                ,1948194906
19481220,1948-1949 December 20                ,1948194906
19481221,1948-1949 December 21                ,1948194906
19481222,1948-1949 December 22                ,1948194906
19481223,1948-1949 December 23                ,1948194906
19481224,1948-1949 December 24                ,1948194906
19481225,1948-1949 December 25                ,1948194906
19481226,1948-1949 December 26                ,1948194906
19481227,1948-1949 December 27                ,1948194906
19481228,1948-1949 December 28                ,1948194906
19481229,1948-1949 December 29                ,1948194906
19481230,1948-1949 December 30                ,1948194906
19481231,1948-1949 December 31                ,1948194906
19490101,1948-1949 January 01                 ,1948194907
19490102,1948-1949 January 02                 ,1948194907
19490103,1948-1949 January 03                 ,1948194907
19490104,1948-1949 January 04                 ,1948194907
19490105,1948-1949 January 05                 ,1948194907
19490106,1948-1949 January 06                 ,1948194907
19490107,1948-1949 January 07                 ,1948194907
19490108,1948-1949 January 08                 ,1948194907
19490109,1948-1949 January 09                 ,1948194907
19490110,1948-1949 January 10                 ,1948194907
19490111,1948-1949 January 11                 ,1948194907
19490112,1948-1949 January 12                 ,1948194907
19490113,1948-1949 January 13                 ,1948194907
19490114,1948-1949 January 14                 ,1948194907
19490115,1948-1949 January 15                 ,1948194907
19490116,1948-1949 January 16                 ,1948194907
19490117,1948-1949 January 17                 ,1948194907
19490118,1948-1949 January 18                 ,1948194907
19490119,1948-1949 January 19                 ,1948194907
19490120,1948-1949 January 20                 ,1948194907
19490121,1948-1949 January 21                 ,1948194907
19490122,1948-1949 January 22                 ,1948194907
19490123,1948-1949 January 23                 ,1948194907
19490124,1948-1949 January 24                 ,1948194907
19490125,1948-1949 January 25                 ,1948194907
19490126,1948-1949 January 26                 ,1948194907
19490127,1948-1949 January 27                 ,1948194907
19490128,1948-1949 January 28                 ,1948194907
19490129,1948-1949 January 29                 ,1948194907
19490130,1948-1949 January 30                 ,1948194907
19490131,1948-1949 January 31                 ,1948194907
19490201,1948-1949 February 01                ,1948194908
19490202,1948-1949 February 02                ,1948194908
19490203,1948-1949 February 03                ,1948194908
19490204,1948-1949 February 04                ,1948194908
19490205,1948-1949 February 05                ,1948194908
19490206,1948-1949 February 06                ,1948194908
19490207,1948-1949 February 07                ,1948194908
19490208,1948-1949 February 08                ,1948194908
19490209,1948-1949 February 09                ,1948194908
19490210,1948-1949 February 10                ,1948194908
19490211,1948-1949 February 11                ,1948194908
19490212,1948-1949 February 12                ,1948194908
19490213,1948-1949 February 13                ,1948194908
19490214,1948-1949 February 14                ,1948194908
19490215,1948-1949 February 15                ,1948194908
19490216,1948-1949 February 16                ,1948194908
19490217,1948-1949 February 17                ,1948194908
19490218,1948-1949 February 18                ,1948194908
19490219,1948-1949 February 19                ,1948194908
19490220,1948-1949 February 20                ,1948194908
19490221,1948-1949 February 21                ,1948194908
19490222,1948-1949 February 22                ,1948194908
19490223,1948-1949 February 23                ,1948194908
19490224,1948-1949 February 24                ,1948194908
19490225,1948-1949 February 25                ,1948194908
19490226,1948-1949 February 26                ,1948194908
19490227,1948-1949 February 27                ,1948194908
19490228,1948-1949 February 28                ,1948194908
19490301,1948-1949 March 01                   ,1948194909
19490302,1948-1949 March 02                   ,1948194909
19490303,1948-1949 March 03                   ,1948194909
19490304,1948-1949 March 04                   ,1948194909
19490305,1948-1949 March 05                   ,1948194909
19490306,1948-1949 March 06                   ,1948194909
19490307,1948-1949 March 07                   ,1948194909
19490308,1948-1949 March 08                   ,1948194909
19490309,1948-1949 March 09                   ,1948194909
19490310,1948-1949 March 10                   ,1948194909
19490311,1948-1949 March 11                   ,1948194909
19490312,1948-1949 March 12                   ,1948194909
19490313,1948-1949 March 13                   ,1948194909
19490314,1948-1949 March 14                   ,1948194909
19490315,1948-1949 March 15                   ,1948194909
19490316,1948-1949 March 16                   ,1948194909
19490317,1948-1949 March 17                   ,1948194909
19490318,1948-1949 March 18                   ,1948194909
19490319,1948-1949 March 19                   ,1948194909
19490320,1948-1949 March 20                   ,1948194909
19490321,1948-1949 March 21                   ,1948194909
19490322,1948-1949 March 22                   ,1948194909
19490323,1948-1949 March 23                   ,1948194909
19490324,1948-1949 March 24                   ,1948194909
19490325,1948-1949 March 25                   ,1948194909
19490326,1948-1949 March 26                   ,1948194909
19490327,1948-1949 March 27                   ,1948194909
19490328,1948-1949 March 28                   ,1948194909
19490329,1948-1949 March 29                   ,1948194909
19490330,1948-1949 March 30                   ,1948194909
19490331,1948-1949 March 31                   ,1948194909
19490401,1948-1949 April 01                   ,1948194910
19490402,1948-1949 April 02                   ,1948194910
19490403,1948-1949 April 03                   ,1948194910
19490404,1948-1949 April 04                   ,1948194910
19490405,1948-1949 April 05                   ,1948194910
19490406,1948-1949 April 06                   ,1948194910
19490407,1948-1949 April 07                   ,1948194910
19490408,1948-1949 April 08                   ,1948194910
19490409,1948-1949 April 09                   ,1948194910
19490410,1948-1949 April 10                   ,1948194910
19490411,1948-1949 April 11                   ,1948194910
19490412,1948-1949 April 12                   ,1948194910
19490413,1948-1949 April 13                   ,1948194910
19490414,1948-1949 April 14                   ,1948194910
19490415,1948-1949 April 15                   ,1948194910
19490416,1948-1949 April 16                   ,1948194910
19490417,1948-1949 April 17                   ,1948194910
19490418,1948-1949 April 18                   ,1948194910
19490419,1948-1949 April 19                   ,1948194910
19490420,1948-1949 April 20                   ,1948194910
19490421,1948-1949 April 21                   ,1948194910
19490422,1948-1949 April 22                   ,1948194910
19490423,1948-1949 April 23                   ,1948194910
19490424,1948-1949 April 24                   ,1948194910
19490425,1948-1949 April 25                   ,1948194910
19490426,1948-1949 April 26                   ,1948194910
19490427,1948-1949 April 27                   ,1948194910
19490428,1948-1949 April 28                   ,1948194910
19490429,1948-1949 April 29                   ,1948194910
19490430,1948-1949 April 30                   ,1948194910
19490501,1948-1949 May 01                     ,1948194911
19490502,1948-1949 May 02                     ,1948194911
19490503,1948-1949 May 03                     ,1948194911
19490504,1948-1949 May 04                     ,1948194911
19490505,1948-1949 May 05                     ,1948194911
19490506,1948-1949 May 06                     ,1948194911
19490507,1948-1949 May 07                     ,1948194911
19490508,1948-1949 May 08                     ,1948194911
19490509,1948-1949 May 09                     ,1948194911
19490510,1948-1949 May 10                     ,1948194911
19490511,1948-1949 May 11                     ,1948194911
19490512,1948-1949 May 12                     ,1948194911
19490513,1948-1949 May 13                     ,1948194911
19490514,1948-1949 May 14                     ,1948194911
19490515,1948-1949 May 15                     ,1948194911
19490516,1948-1949 May 16                     ,1948194911
19490517,1948-1949 May 17                     ,1948194911
19490518,1948-1949 May 18                     ,1948194911
19490519,1948-1949 May 19                     ,1948194911
19490520,1948-1949 May 20                     ,1948194911
19490521,1948-1949 May 21                     ,1948194911
19490522,1948-1949 May 22                     ,1948194911
19490523,1948-1949 May 23                     ,1948194911
19490524,1948-1949 May 24                     ,1948194911
19490525,1948-1949 May 25                     ,1948194911
19490526,1948-1949 May 26                     ,1948194911
19490527,1948-1949 May 27                     ,1948194911
19490528,1948-1949 May 28                     ,1948194911
19490529,1948-1949 May 29                     ,1948194911
19490530,1948-1949 May 30                     ,1948194911
19490531,1948-1949 May 31                     ,1948194911
19490601,1948-1949 June 01                    ,1948194912
19490602,1948-1949 June 02                    ,1948194912
19490603,1948-1949 June 03                    ,1948194912
19490604,1948-1949 June 04                    ,1948194912
19490605,1948-1949 June 05                    ,1948194912
19490606,1948-1949 June 06                    ,1948194912
19490607,1948-1949 June 07                    ,1948194912
19490608,1948-1949 June 08                    ,1948194912
19490609,1948-1949 June 09                    ,1948194912
19490610,1948-1949 June 10                    ,1948194912
19490611,1948-1949 June 11                    ,1948194912
19490612,1948-1949 June 12                    ,1948194912
19490613,1948-1949 June 13                    ,1948194912
19490614,1948-1949 June 14                    ,1948194912
19490615,1948-1949 June 15                    ,1948194912
19490616,1948-1949 June 16                    ,1948194912
19490617,1948-1949 June 17                    ,1948194912
19490618,1948-1949 June 18                    ,1948194912
19490619,1948-1949 June 19                    ,1948194912
19490620,1948-1949 June 20                    ,1948194912
19490621,1948-1949 June 21                    ,1948194912
19490622,1948-1949 June 22                    ,1948194912
19490623,1948-1949 June 23                    ,1948194912
19490624,1948-1949 June 24                    ,1948194912
19490625,1948-1949 June 25                    ,1948194912
19490626,1948-1949 June 26                    ,1948194912
19490627,1948-1949 June 27                    ,1948194912
19490628,1948-1949 June 28                    ,1948194912
19490629,1948-1949 June 29                    ,1948194912
19490630,1948-1949 June 30                    ,1948194912
19490701,1949-1950 July 01                    ,1949195001
19490702,1949-1950 July 02                    ,1949195001
19490703,1949-1950 July 03                    ,1949195001
19490704,1949-1950 July 04                    ,1949195001
19490705,1949-1950 July 05                    ,1949195001
19490706,1949-1950 July 06                    ,1949195001
19490707,1949-1950 July 07                    ,1949195001
19490708,1949-1950 July 08                    ,1949195001
19490709,1949-1950 July 09                    ,1949195001
19490710,1949-1950 July 10                    ,1949195001
19490711,1949-1950 July 11                    ,1949195001
19490712,1949-1950 July 12                    ,1949195001
19490713,1949-1950 July 13                    ,1949195001
19490714,1949-1950 July 14                    ,1949195001
19490715,1949-1950 July 15                    ,1949195001
19490716,1949-1950 July 16                    ,1949195001
19490717,1949-1950 July 17                    ,1949195001
19490718,1949-1950 July 18                    ,1949195001
19490719,1949-1950 July 19                    ,1949195001
19490720,1949-1950 July 20                    ,1949195001
19490721,1949-1950 July 21                    ,1949195001
19490722,1949-1950 July 22                    ,1949195001
19490723,1949-1950 July 23                    ,1949195001
19490724,1949-1950 July 24                    ,1949195001
19490725,1949-1950 July 25                    ,1949195001
19490726,1949-1950 July 26                    ,1949195001
19490727,1949-1950 July 27                    ,1949195001
19490728,1949-1950 July 28                    ,1949195001
19490729,1949-1950 July 29                    ,1949195001
19490730,1949-1950 July 30                    ,1949195001
19490731,1949-1950 July 31                    ,1949195001
19490801,1949-1950 August 01                  ,1949195002
19490802,1949-1950 August 02                  ,1949195002
19490803,1949-1950 August 03                  ,1949195002
19490804,1949-1950 August 04                  ,1949195002
19490805,1949-1950 August 05                  ,1949195002
19490806,1949-1950 August 06                  ,1949195002
19490807,1949-1950 August 07                  ,1949195002
19490808,1949-1950 August 08                  ,1949195002
19490809,1949-1950 August 09                  ,1949195002
19490810,1949-1950 August 10                  ,1949195002
19490811,1949-1950 August 11                  ,1949195002
19490812,1949-1950 August 12                  ,1949195002
19490813,1949-1950 August 13                  ,1949195002
19490814,1949-1950 August 14                  ,1949195002
19490815,1949-1950 August 15                  ,1949195002
19490816,1949-1950 August 16                  ,1949195002
19490817,1949-1950 August 17                  ,1949195002
19490818,1949-1950 August 18                  ,1949195002
19490819,1949-1950 August 19                  ,1949195002
19490820,1949-1950 August 20                  ,1949195002
19490821,1949-1950 August 21                  ,1949195002
19490822,1949-1950 August 22                  ,1949195002
19490823,1949-1950 August 23                  ,1949195002
19490824,1949-1950 August 24                  ,1949195002
19490825,1949-1950 August 25                  ,1949195002
19490826,1949-1950 August 26                  ,1949195002
19490827,1949-1950 August 27                  ,1949195002
19490828,1949-1950 August 28                  ,1949195002
19490829,1949-1950 August 29                  ,1949195002
19490830,1949-1950 August 30                  ,1949195002
19490831,1949-1950 August 31                  ,1949195002
19490901,1949-1950 September 01               ,1949195003
19490902,1949-1950 September 02               ,1949195003
19490903,1949-1950 September 03               ,1949195003
19490904,1949-1950 September 04               ,1949195003
19490905,1949-1950 September 05               ,1949195003
19490906,1949-1950 September 06               ,1949195003
19490907,1949-1950 September 07               ,1949195003
19490908,1949-1950 September 08               ,1949195003
19490909,1949-1950 September 09               ,1949195003
19490910,1949-1950 September 10               ,1949195003
19490911,1949-1950 September 11               ,1949195003
19490912,1949-1950 September 12               ,1949195003
19490913,1949-1950 September 13               ,1949195003
19490914,1949-1950 September 14               ,1949195003
19490915,1949-1950 September 15               ,1949195003
19490916,1949-1950 September 16               ,1949195003
19490917,1949-1950 September 17               ,1949195003
19490918,1949-1950 September 18               ,1949195003
19490919,1949-1950 September 19               ,1949195003
19490920,1949-1950 September 20               ,1949195003
19490921,1949-1950 September 21               ,1949195003
19490922,1949-1950 September 22               ,1949195003
19490923,1949-1950 September 23               ,1949195003
19490924,1949-1950 September 24               ,1949195003
19490925,1949-1950 September 25               ,1949195003
19490926,1949-1950 September 26               ,1949195003
19490927,1949-1950 September 27               ,1949195003
19490928,1949-1950 September 28               ,1949195003
19490929,1949-1950 September 29               ,1949195003
19490930,1949-1950 September 30               ,1949195003
19491001,1949-1950 October 01                 ,1949195004
19491002,1949-1950 October 02                 ,1949195004
19491003,1949-1950 October 03                 ,1949195004
19491004,1949-1950 October 04                 ,1949195004
19491005,1949-1950 October 05                 ,1949195004
19491006,1949-1950 October 06                 ,1949195004
19491007,1949-1950 October 07                 ,1949195004
19491008,1949-1950 October 08                 ,1949195004
19491009,1949-1950 October 09                 ,1949195004
19491010,1949-1950 October 10                 ,1949195004
19491011,1949-1950 October 11                 ,1949195004
19491012,1949-1950 October 12                 ,1949195004
19491013,1949-1950 October 13                 ,1949195004
19491014,1949-1950 October 14                 ,1949195004
19491015,1949-1950 October 15                 ,1949195004
19491016,1949-1950 October 16                 ,1949195004
19491017,1949-1950 October 17                 ,1949195004
19491018,1949-1950 October 18                 ,1949195004
19491019,1949-1950 October 19                 ,1949195004
19491020,1949-1950 October 20                 ,1949195004
19491021,1949-1950 October 21                 ,1949195004
19491022,1949-1950 October 22                 ,1949195004
19491023,1949-1950 October 23                 ,1949195004
19491024,1949-1950 October 24                 ,1949195004
19491025,1949-1950 October 25                 ,1949195004
19491026,1949-1950 October 26                 ,1949195004
19491027,1949-1950 October 27                 ,1949195004
19491028,1949-1950 October 28                 ,1949195004
19491029,1949-1950 October 29                 ,1949195004
19491030,1949-1950 October 30                 ,1949195004
19491031,1949-1950 October 31                 ,1949195004
19491101,1949-1950 November 01                ,1949195005
19491102,1949-1950 November 02                ,1949195005
19491103,1949-1950 November 03                ,1949195005
19491104,1949-1950 November 04                ,1949195005
19491105,1949-1950 November 05                ,1949195005
19491106,1949-1950 November 06                ,1949195005
19491107,1949-1950 November 07                ,1949195005
19491108,1949-1950 November 08                ,1949195005
19491109,1949-1950 November 09                ,1949195005
19491110,1949-1950 November 10                ,1949195005
19491111,1949-1950 November 11                ,1949195005
19491112,1949-1950 November 12                ,1949195005
19491113,1949-1950 November 13                ,1949195005
19491114,1949-1950 November 14                ,1949195005
19491115,1949-1950 November 15                ,1949195005
19491116,1949-1950 November 16                ,1949195005
19491117,1949-1950 November 17                ,1949195005
19491118,1949-1950 November 18                ,1949195005
19491119,1949-1950 November 19                ,1949195005
19491120,1949-1950 November 20                ,1949195005
19491121,1949-1950 November 21                ,1949195005
19491122,1949-1950 November 22                ,1949195005
19491123,1949-1950 November 23                ,1949195005
19491124,1949-1950 November 24                ,1949195005
19491125,1949-1950 November 25                ,1949195005
19491126,1949-1950 November 26                ,1949195005
19491127,1949-1950 November 27                ,1949195005
19491128,1949-1950 November 28                ,1949195005
19491129,1949-1950 November 29                ,1949195005
19491130,1949-1950 November 30                ,1949195005
19491201,1949-1950 December 01                ,1949195006
19491202,1949-1950 December 02                ,1949195006
19491203,1949-1950 December 03                ,1949195006
19491204,1949-1950 December 04                ,1949195006
19491205,1949-1950 December 05                ,1949195006
19491206,1949-1950 December 06                ,1949195006
19491207,1949-1950 December 07                ,1949195006
19491208,1949-1950 December 08                ,1949195006
19491209,1949-1950 December 09                ,1949195006
19491210,1949-1950 December 10                ,1949195006
19491211,1949-1950 December 11                ,1949195006
19491212,1949-1950 December 12                ,1949195006
19491213,1949-1950 December 13                ,1949195006
19491214,1949-1950 December 14                ,1949195006
19491215,1949-1950 December 15                ,1949195006
19491216,1949-1950 December 16                ,1949195006
19491217,1949-1950 December 17                ,1949195006
19491218,1949-1950 December 18                ,1949195006
19491219,1949-1950 December 19                ,1949195006
19491220,1949-1950 December 20                ,1949195006
19491221,1949-1950 December 21                ,1949195006
19491222,1949-1950 December 22                ,1949195006
19491223,1949-1950 December 23                ,1949195006
19491224,1949-1950 December 24                ,1949195006
19491225,1949-1950 December 25                ,1949195006
19491226,1949-1950 December 26                ,1949195006
19491227,1949-1950 December 27                ,1949195006
19491228,1949-1950 December 28                ,1949195006
19491229,1949-1950 December 29                ,1949195006
19491230,1949-1950 December 30                ,1949195006
19491231,1949-1950 December 31                ,1949195006
19500101,1949-1950 January 01                 ,1949195007
19500102,1949-1950 January 02                 ,1949195007
19500103,1949-1950 January 03                 ,1949195007
19500104,1949-1950 January 04                 ,1949195007
19500105,1949-1950 January 05                 ,1949195007
19500106,1949-1950 January 06                 ,1949195007
19500107,1949-1950 January 07                 ,1949195007
19500108,1949-1950 January 08                 ,1949195007
19500109,1949-1950 January 09                 ,1949195007
19500110,1949-1950 January 10                 ,1949195007
19500111,1949-1950 January 11                 ,1949195007
19500112,1949-1950 January 12                 ,1949195007
19500113,1949-1950 January 13                 ,1949195007
19500114,1949-1950 January 14                 ,1949195007
19500115,1949-1950 January 15                 ,1949195007
19500116,1949-1950 January 16                 ,1949195007
19500117,1949-1950 January 17                 ,1949195007
19500118,1949-1950 January 18                 ,1949195007
19500119,1949-1950 January 19                 ,1949195007
19500120,1949-1950 January 20                 ,1949195007
19500121,1949-1950 January 21                 ,1949195007
19500122,1949-1950 January 22                 ,1949195007
19500123,1949-1950 January 23                 ,1949195007
19500124,1949-1950 January 24                 ,1949195007
19500125,1949-1950 January 25                 ,1949195007
19500126,1949-1950 January 26                 ,1949195007
19500127,1949-1950 January 27                 ,1949195007
19500128,1949-1950 January 28                 ,1949195007
19500129,1949-1950 January 29                 ,1949195007
19500130,1949-1950 January 30                 ,1949195007
19500131,1949-1950 January 31                 ,1949195007
19500201,1949-1950 February 01                ,1949195008
19500202,1949-1950 February 02                ,1949195008
19500203,1949-1950 February 03                ,1949195008
19500204,1949-1950 February 04                ,1949195008
19500205,1949-1950 February 05                ,1949195008
19500206,1949-1950 February 06                ,1949195008
19500207,1949-1950 February 07                ,1949195008
19500208,1949-1950 February 08                ,1949195008
19500209,1949-1950 February 09                ,1949195008
19500210,1949-1950 February 10                ,1949195008
19500211,1949-1950 February 11                ,1949195008
19500212,1949-1950 February 12                ,1949195008
19500213,1949-1950 February 13                ,1949195008
19500214,1949-1950 February 14                ,1949195008
19500215,1949-1950 February 15                ,1949195008
19500216,1949-1950 February 16                ,1949195008
19500217,1949-1950 February 17                ,1949195008
19500218,1949-1950 February 18                ,1949195008
19500219,1949-1950 February 19                ,1949195008
19500220,1949-1950 February 20                ,1949195008
19500221,1949-1950 February 21                ,1949195008
19500222,1949-1950 February 22                ,1949195008
19500223,1949-1950 February 23                ,1949195008
19500224,1949-1950 February 24                ,1949195008
19500225,1949-1950 February 25                ,1949195008
19500226,1949-1950 February 26                ,1949195008
19500227,1949-1950 February 27                ,1949195008
19500228,1949-1950 February 28                ,1949195008
19500301,1949-1950 March 01                   ,1949195009
19500302,1949-1950 March 02                   ,1949195009
19500303,1949-1950 March 03                   ,1949195009
19500304,1949-1950 March 04                   ,1949195009
19500305,1949-1950 March 05                   ,1949195009
19500306,1949-1950 March 06                   ,1949195009
19500307,1949-1950 March 07                   ,1949195009
19500308,1949-1950 March 08                   ,1949195009
19500309,1949-1950 March 09                   ,1949195009
19500310,1949-1950 March 10                   ,1949195009
19500311,1949-1950 March 11                   ,1949195009
19500312,1949-1950 March 12                   ,1949195009
19500313,1949-1950 March 13                   ,1949195009
19500314,1949-1950 March 14                   ,1949195009
19500315,1949-1950 March 15                   ,1949195009
19500316,1949-1950 March 16                   ,1949195009
19500317,1949-1950 March 17                   ,1949195009
19500318,1949-1950 March 18                   ,1949195009
19500319,1949-1950 March 19                   ,1949195009
19500320,1949-1950 March 20                   ,1949195009
19500321,1949-1950 March 21                   ,1949195009
19500322,1949-1950 March 22                   ,1949195009
19500323,1949-1950 March 23                   ,1949195009
19500324,1949-1950 March 24                   ,1949195009
19500325,1949-1950 March 25                   ,1949195009
19500326,1949-1950 March 26                   ,1949195009
19500327,1949-1950 March 27                   ,1949195009
19500328,1949-1950 March 28                   ,1949195009
19500329,1949-1950 March 29                   ,1949195009
19500330,1949-1950 March 30                   ,1949195009
19500331,1949-1950 March 31                   ,1949195009
19500401,1949-1950 April 01                   ,1949195010
19500402,1949-1950 April 02                   ,1949195010
19500403,1949-1950 April 03                   ,1949195010
19500404,1949-1950 April 04                   ,1949195010
19500405,1949-1950 April 05                   ,1949195010
19500406,1949-1950 April 06                   ,1949195010
19500407,1949-1950 April 07                   ,1949195010
19500408,1949-1950 April 08                   ,1949195010
19500409,1949-1950 April 09                   ,1949195010
19500410,1949-1950 April 10                   ,1949195010
19500411,1949-1950 April 11                   ,1949195010
19500412,1949-1950 April 12                   ,1949195010
19500413,1949-1950 April 13                   ,1949195010
19500414,1949-1950 April 14                   ,1949195010
19500415,1949-1950 April 15                   ,1949195010
19500416,1949-1950 April 16                   ,1949195010
19500417,1949-1950 April 17                   ,1949195010
19500418,1949-1950 April 18                   ,1949195010
19500419,1949-1950 April 19                   ,1949195010
19500420,1949-1950 April 20                   ,1949195010
19500421,1949-1950 April 21                   ,1949195010
19500422,1949-1950 April 22                   ,1949195010
19500423,1949-1950 April 23                   ,1949195010
19500424,1949-1950 April 24                   ,1949195010
19500425,1949-1950 April 25                   ,1949195010
19500426,1949-1950 April 26                   ,1949195010
19500427,1949-1950 April 27                   ,1949195010
19500428,1949-1950 April 28                   ,1949195010
19500429,1949-1950 April 29                   ,1949195010
19500430,1949-1950 April 30                   ,1949195010
19500501,1949-1950 May 01                     ,1949195011
19500502,1949-1950 May 02                     ,1949195011
19500503,1949-1950 May 03                     ,1949195011
19500504,1949-1950 May 04                     ,1949195011
19500505,1949-1950 May 05                     ,1949195011
19500506,1949-1950 May 06                     ,1949195011
19500507,1949-1950 May 07                     ,1949195011
19500508,1949-1950 May 08                     ,1949195011
19500509,1949-1950 May 09                     ,1949195011
19500510,1949-1950 May 10                     ,1949195011
19500511,1949-1950 May 11                     ,1949195011
19500512,1949-1950 May 12                     ,1949195011
19500513,1949-1950 May 13                     ,1949195011
19500514,1949-1950 May 14                     ,1949195011
19500515,1949-1950 May 15                     ,1949195011
19500516,1949-1950 May 16                     ,1949195011
19500517,1949-1950 May 17                     ,1949195011
19500518,1949-1950 May 18                     ,1949195011
19500519,1949-1950 May 19                     ,1949195011
19500520,1949-1950 May 20                     ,1949195011
19500521,1949-1950 May 21                     ,1949195011
19500522,1949-1950 May 22                     ,1949195011
19500523,1949-1950 May 23                     ,1949195011
19500524,1949-1950 May 24                     ,1949195011
19500525,1949-1950 May 25                     ,1949195011
19500526,1949-1950 May 26                     ,1949195011
19500527,1949-1950 May 27                     ,1949195011
19500528,1949-1950 May 28                     ,1949195011
19500529,1949-1950 May 29                     ,1949195011
19500530,1949-1950 May 30                     ,1949195011
19500531,1949-1950 May 31                     ,1949195011
19500601,1949-1950 June 01                    ,1949195012
19500602,1949-1950 June 02                    ,1949195012
19500603,1949-1950 June 03                    ,1949195012
19500604,1949-1950 June 04                    ,1949195012
19500605,1949-1950 June 05                    ,1949195012
19500606,1949-1950 June 06                    ,1949195012
19500607,1949-1950 June 07                    ,1949195012
19500608,1949-1950 June 08                    ,1949195012
19500609,1949-1950 June 09                    ,1949195012
19500610,1949-1950 June 10                    ,1949195012
19500611,1949-1950 June 11                    ,1949195012
19500612,1949-1950 June 12                    ,1949195012
19500613,1949-1950 June 13                    ,1949195012
19500614,1949-1950 June 14                    ,1949195012
19500615,1949-1950 June 15                    ,1949195012
19500616,1949-1950 June 16                    ,1949195012
19500617,1949-1950 June 17                    ,1949195012
19500618,1949-1950 June 18                    ,1949195012
19500619,1949-1950 June 19                    ,1949195012
19500620,1949-1950 June 20                    ,1949195012
19500621,1949-1950 June 21                    ,1949195012
19500622,1949-1950 June 22                    ,1949195012
19500623,1949-1950 June 23                    ,1949195012
19500624,1949-1950 June 24                    ,1949195012
19500625,1949-1950 June 25                    ,1949195012
19500626,1949-1950 June 26                    ,1949195012
19500627,1949-1950 June 27                    ,1949195012
19500628,1949-1950 June 28                    ,1949195012
19500629,1949-1950 June 29                    ,1949195012
19500630,1949-1950 June 30                    ,1949195012
19500701,1950-1951 July 01                    ,1950195101
19500702,1950-1951 July 02                    ,1950195101
19500703,1950-1951 July 03                    ,1950195101
19500704,1950-1951 July 04                    ,1950195101
19500705,1950-1951 July 05                    ,1950195101
19500706,1950-1951 July 06                    ,1950195101
19500707,1950-1951 July 07                    ,1950195101
19500708,1950-1951 July 08                    ,1950195101
19500709,1950-1951 July 09                    ,1950195101
19500710,1950-1951 July 10                    ,1950195101
19500711,1950-1951 July 11                    ,1950195101
19500712,1950-1951 July 12                    ,1950195101
19500713,1950-1951 July 13                    ,1950195101
19500714,1950-1951 July 14                    ,1950195101
19500715,1950-1951 July 15                    ,1950195101
19500716,1950-1951 July 16                    ,1950195101
19500717,1950-1951 July 17                    ,1950195101
19500718,1950-1951 July 18                    ,1950195101
19500719,1950-1951 July 19                    ,1950195101
19500720,1950-1951 July 20                    ,1950195101
19500721,1950-1951 July 21                    ,1950195101
19500722,1950-1951 July 22                    ,1950195101
19500723,1950-1951 July 23                    ,1950195101
19500724,1950-1951 July 24                    ,1950195101
19500725,1950-1951 July 25                    ,1950195101
19500726,1950-1951 July 26                    ,1950195101
19500727,1950-1951 July 27                    ,1950195101
19500728,1950-1951 July 28                    ,1950195101
19500729,1950-1951 July 29                    ,1950195101
19500730,1950-1951 July 30                    ,1950195101
19500731,1950-1951 July 31                    ,1950195101
19500801,1950-1951 August 01                  ,1950195102
19500802,1950-1951 August 02                  ,1950195102
19500803,1950-1951 August 03                  ,1950195102
19500804,1950-1951 August 04                  ,1950195102
19500805,1950-1951 August 05                  ,1950195102
19500806,1950-1951 August 06                  ,1950195102
19500807,1950-1951 August 07                  ,1950195102
19500808,1950-1951 August 08                  ,1950195102
19500809,1950-1951 August 09                  ,1950195102
19500810,1950-1951 August 10                  ,1950195102
19500811,1950-1951 August 11                  ,1950195102
19500812,1950-1951 August 12                  ,1950195102
19500813,1950-1951 August 13                  ,1950195102
