Code,Name,FK_SSD
-1,Unknown,-1
4553,4553,31020
4554,4554,31020
4555,4555,31020
4556,4556,31015
4557,4557,31015
4558,4558,31015
4559,4559,31015
4560,4560,31015
4561,4561,31020
4562,4562,31020
4563,4563,31020
4564,4564,31015
4565,4565,31020
4566,4566,31015
4567,4567,31015
4568,4568,31020
4569,4569,31020
4570,4570,31510
4571,4571,31020
4572,4572,31015
4573,4573,31015
4574,4574,31020
4575,4575,31015
4580,4580,31510
4581,4581,31510
4600,4600,31510
4601,4601,31510
4605,4605,31510
4606,4606,31510
4608,4608,31510
4610,4610,31510
4612,4612,31510
4613,4613,31510
4614,4614,32005
4615,4615,31510
4620,4620,31510
4621,4621,31510
4625,4625,31510
4626,4626,31510
4627,4627,31510
4630,4630,31510
4650,4650,31510
4655,4655,31507
4659,4659,31510
4660,4660,31510
4662,4662,31510
4670,4670,31505
4671,4671,31510
4673,4673,31510
4674,4674,31510
4676,4676,31510
4677,4677,31510
4678,4678,31510
4680,4680,33010
4695,4695,33015
4699,4699,33015
4700,4700,33015
4701,4701,33015
4702,4702,33015
4703,4703,33015
4705,4705,33015
4707,4707,34010
4709,4709,33015
4714,4714,33015
4715,4715,33015
4716,4716,33015
4717,4717,33015
4718,4718,33015
4719,4719,33015
4720,4720,33015
4721,4721,34010
4722,4722,33015
4724,4724,33015
4725,4725,33505
4726,4726,33505
4727,4727,33505
4730,4730,33505
4731,4731,33505
4732,4732,33505
4733,4733,33505
4735,4735,33505
4736,4736,33505
4737,4737,34010
4738,4738,34010
4739,4739,34010
4740,4740,34005
4741,4741,34010
4742,4742,34010
4743,4743,34010
4744,4744,34010
4745,4745,34010
4746,4746,34010
4750,4750,34005
4751,4751,34010
4753,4753,34010
4754,4754,34010
4756,4756,34010
4757,4757,34010
4798,4798,34010
4799,4799,34010
4800,4800,34010
4802,4802,34010
4803,4803,34010
4804,4804,34010
4805,4805,34010
4806,4806,34515
4807,4807,34515
4808,4808,34515
4809,4809,34515
4810,4810,34505
4811,4811,34505
4812,4812,34505
4813,4813,34505
4814,4814,34505
4815,4815,34510
4816,4816,34515
4817,4817,34510
4818,4818,34510
4819,4819,34505
4820,4820,34515
4821,4821,35505
4822,4822,35505
4823,4823,35505
4824,4824,35505
4825,4825,35505
4828,4828,35505
4829,4829,33505
4830,4830,35505
4849,4849,34515
4850,4850,34515
4852,4852,35010
4854,4854,35010
4855,4855,35010
4856,4856,35010
4857,4857,35010
4858,4858,35010
4859,4859,35010
4860,4860,35010
4861,4861,35010
4865,4865,35010
4868,4868,35005
4869,4869,35005
4870,4870,35005
4871,4871,35010
4872,4872,35010
4873,4873,35010
4874,4874,35010
4875,4875,35010
4876,4876,35010
4878,4878,35005
4879,4879,35005
4880,4880,35010
4882,4882,35010
4883,4883,35010
4885,4885,35010
4886,4886,35010
4890,4890,35505
4891,4891,35505
4999,4999,38501
5000,5000,40515
5006,5006,40515
5007,5007,40510
5008,5008,40510
5009,5009,40510
5010,5010,40510
5011,5011,40510
5012,5012,40510
5013,5013,40510
5014,5014,40510
5015,5015,40510
5016,5016,40510
5017,5017,40510
5018,5018,40510
5019,5019,40510
5020,5020,40510
5021,5021,40510
5022,5022,40510
5023,5023,40510
5024,5024,40510
5025,5025,40510
5031,5031,40510
5032,5032,40510
5033,5033,40510
5034,5034,40515
5035,5035,40510
5037,5037,40510
5038,5038,40520
5039,5039,40520
5040,5040,40510
5041,5041,40520
5042,5042,40520
5043,5043,40520
5044,5044,40520
5045,5045,40520
5046,5046,40520
5047,5047,40520
5048,5048,40520
5049,5049,40520
5050,5050,40520
5051,5051,40520
5052,5052,40520
5061,5061,40515
5062,5062,40520
5063,5063,40515
5064,5064,40520
5065,5065,40515
5066,5066,40515
5067,5067,40515
5068,5068,40515
5069,5069,40515
5070,5070,40515
5072,5072,40515
5073,5073,40515
5074,5074,40515
5075,5075,40505
5076,5076,40515
5081,5081,40515
5082,5082,40515
5083,5083,40515
5084,5084,40505
5085,5085,40505
5086,5086,40505
5087,5087,40505
5088,5088,40505
5089,5089,40505
5090,5090,40505
5091,5091,40505
5092,5092,40505
5093,5093,40505
5094,5094,40505
5095,5095,40505
5096,5096,40505
5097,5097,40505
5098,5098,40505
5106,5106,40505
5107,5107,40505
5108,5108,40505
5109,5109,40505
5110,5110,40505
5111,5111,40505
5112,5112,40505
5113,5113,40505
5114,5114,40505
5115,5115,40505
5116,5116,40505
5117,5117,40505
5118,5118,41005
5120,5120,40505
5121,5121,40505
5125,5125,40505
5126,5126,40505
5127,5127,40505
5131,5131,41015
5132,5132,41015
5133,5133,41015
5134,5134,40515
5136,5136,40515
5137,5137,40515
5138,5138,40515
5139,5139,41015
5140,5140,40515
5141,5141,40515
5142,5142,40515
5144,5144,40515
5151,5151,40515
5152,5152,40515
5153,5153,40515
5154,5154,40515
5155,5155,40515
5156,5156,40515
5157,5157,40520
5158,5158,40520
5159,5159,40520
5160,5160,40520
5161,5161,40520
5162,5162,40520
5163,5163,40520
5164,5164,40520
5165,5165,40520
5166,5166,40520
5167,5167,40520
5168,5168,40520
5169,5169,40520
5170,5170,40520
5171,5171,40520
5172,5172,40520
5173,5173,40520
5174,5174,40520
5201,5201,41015
5202,5202,41020
5203,5203,41020
5204,5204,41020
5210,5210,41020
5211,5211,41020
5212,5212,41020
5213,5213,41020
5214,5214,41020
5222,5222,41010
5223,5223,41010
5231,5231,41015
5232,5232,41015
5233,5233,41015
5234,5234,41015
5235,5235,41005
5236,5236,42005
5237,5237,42005
5238,5238,42005
5240,5240,41015
5241,5241,41015
5242,5242,41015
5243,5243,41015
5244,5244,41015
5245,5245,41015
5250,5250,41015
5251,5251,41015
5252,5252,41015
5253,5253,42010
5254,5254,41015
5255,5255,41020
5256,5256,41020
5259,5259,42010
5260,5260,42010
5261,5261,42010
5262,5262,42505
5264,5264,42010
5265,5265,42010
5266,5266,42010
5267,5267,42505
5268,5268,42505
5270,5270,42505
5271,5271,42505
5272,5272,42505
5275,5275,42505
5276,5276,42505
5277,5277,42510
5278,5278,42510
5279,5279,42510
5280,5280,42510
5290,5290,42510
5291,5291,42510
5301,5301,42010
5302,5302,42010
5304,5304,42010
5307,5307,42010
5308,5308,42010
5309,5309,42010
5310,5310,42005
5311,5311,42005
5320,5320,42005
5321,5321,42005
5322,5322,42005
5330,5330,42005
5331,5331,42005
5332,5332,42005
5333,5333,42005
5340,5340,42005
5341,5341,42005
5342,5342,42005
5343,5343,42005
5344,5344,42005
5345,5345,42005
5346,5346,42005
5350,5350,41005
5351,5351,41005
5352,5352,41005
5353,5353,41005
5354,5354,42005
5355,5355,41005
5356,5356,42005
5357,5357,42005
5360,5360,41005
5371,5371,41005
5372,5372,41005
5373,5373,41005
5374,5374,41510
5381,5381,41510
5400,5400,41005
5401,5401,41510
5411,5411,41510
5412,5412,41510
5413,5413,41510
5415,5415,41510
5416,5416,41510
5417,5417,41510
5419,5419,41510
5420,5420,41510
5421,5421,41510
5422,5422,43515
5431,5431,43515
5432,5432,43515
5433,5433,43520
5434,5434,43520
5440,5440,43515
5451,5451,41510
5452,5452,41510
5453,5453,41510
5454,5454,43515
5460,5460,41510
5461,5461,41510
5462,5462,41510
5464,5464,41510
5470,5470,43515
5472,5472,43515
5473,5473,43515
5480,5480,43515
5481,5481,43520
5482,5482,43520
5483,5483,43520
5485,5485,43520
5490,5490,43515
5491,5491,43515
5493,5493,43520
5495,5495,43520
5501,5501,41005
5502,5502,41005
5520,5520,41510
5521,5521,43515
5522,5522,41505
5523,5523,43515
5540,5540,43515
5550,5550,41510
5554,5554,41505
5555,5555,41505
5556,5556,41505
5558,5558,41505
5560,5560,41505
5570,5570,41505
5571,5571,41505
5572,5572,41505
5573,5573,41505
5575,5575,41505
5576,5576,41505
5577,5577,41505
5580,5580,41505
5581,5581,41505
5582,5582,41505
5583,5583,41505
5600,5600,43505
5601,5601,43505
5602,5602,43005
5603,5603,43005
5604,5604,43005
5605,5605,43005
5606,5606,43005
5607,5607,43005
5608,5608,43505
5609,5609,43505
5631,5631,43005
5633,5633,43005
5640,5640,43005
5641,5641,43005
5642,5642,43005
5650,5650,43005
5652,5652,43005
5654,5654,43005
5655,5655,43010
5661,5661,43010
5670,5670,43005
5671,5671,43005
5680,5680,43010
5690,5690,43010
5700,5700,43520
5710,5710,43505
5720,5720,43525
5722,5722,43525
5723,5723,43525
5724,5724,43525
5725,5725,43525
5731,5731,43520
5732,5732,43520
5733,5733,43525
5734,5734,43525
5999,5999,48501
6000,6000,50505
6003,6003,50505
6004,6004,50505
6005,6005,50505
6006,6006,50505
6007,6007,50505
6008,6008,50505
6009,6009,50505
6010,6010,50505
6011,6011,50505
6012,6012,50505
6014,6014,50505
6015,6015,50505
6016,6016,50505
6017,6017,50515
6018,6018,50515
6019,6019,50505
6020,6020,50515
6021,6021,50515
6022,6022,50515
6023,6023,50515
6024,6024,50515
6025,6025,50515
6026,6026,50515
6027,6027,50515
6028,6028,50515
6029,6029,50515
6030,6030,50515
6031,6031,50515
6032,6032,50515
6033,6033,50515
6034,6034,50515
6035,6035,50515
6037,6037,50515
6041,6041,52505
6042,6042,52505
6043,6043,52505
6044,6044,52505
6050,6050,50505
6051,6051,50510
6052,6052,50515
6053,6053,50510
6054,6054,50510
6055,6055,50510
6056,6056,50510
6057,6057,50510
6058,6058,50510
6059,6059,50515
6060,6060,50515
6061,6061,50515
6062,6062,50510
6063,6063,50510
6064,6064,50515
6065,6065,50515
6066,6066,50510
6067,6067,50510
6068,6068,50510
6069,6069,50510
6070,6070,50510
6071,6071,50510
6072,6072,50510
6073,6073,50510
6074,6074,50510
6076,6076,50525
6081,6081,50510
6082,6082,50510
6083,6083,52510
6084,6084,52505
6100,6100,50525
6101,6101,50525
6102,6102,50525
6103,6103,50525
6104,6104,50525
6105,6105,50510
6106,6106,50525
6107,6107,50525
6108,6108,50525
6109,6109,50525
6110,6110,50525
6111,6111,50525
6112,6112,50525
6113,6113,50525
6121,6121,50525
6122,6122,50525
6123,6123,50525
6124,6124,50525
6125,6125,50525
6126,6126,50525
6147,6147,50525
6148,6148,50525
6149,6149,50525
6150,6150,50520
6151,6151,50525
6152,6152,50525
6153,6153,50520
6154,6154,50520
6155,6155,50525
6156,6156,50520
6157,6157,50520
6158,6158,50520
6159,6159,50520
6160,6160,50520
6161,6161,50520
6162,6162,50520
6163,6163,50520
6164,6164,50520
6165,6165,50520
6166,6166,50520
6167,6167,50520
6168,6168,50520
6169,6169,50520
6170,6170,50520
6171,6171,50520
6172,6172,50520
6173,6173,50520
6174,6174,50520
6175,6175,50520
6176,6176,50520
6201,6201,51001
6202,6202,51001
6203,6203,51001
6205,6205,51001
6207,6207,51001
6208,6208,51001
6210,6210,51001
6213,6213,51001
6214,6214,51001
6215,6215,51010
6218,6218,51010
6220,6220,51010
6224,6224,51010
6225,6225,51010
6226,6226,51010
6227,6227,51010
6229,6229,51003
6230,6230,51003
6233,6233,51003
6236,6236,51010
6237,6237,51010
6239,6239,51010
6244,6244,51020
6251,6251,51010
6253,6253,51010
6254,6254,51020
6255,6255,51020
6256,6256,51020
6258,6258,51020
6260,6260,51020
6262,6262,51020
6271,6271,51010
6275,6275,51020
6280,6280,51015
6281,6281,51015
6282,6282,51015
6284,6284,51015
6285,6285,51015
6286,6286,51015
6288,6288,51015
6290,6290,51015
6302,6302,52510
6304,6304,52510
6306,6306,52510
6308,6308,52005
6309,6309,52005
6311,6311,52005
6312,6312,52005
6315,6315,52005
6316,6316,51505
6317,6317,51505
6318,6318,51505
6320,6320,51505
6321,6321,51510
6323,6323,51510
6324,6324,51505
6327,6327,51510
6328,6328,51510
6330,6330,51510
6333,6333,51510
6335,6335,51505
6336,6336,51505
6337,6337,51505
6338,6338,51505
6341,6341,51505
6343,6343,51505
6346,6346,53010
6348,6348,53010
6350,6350,52005
6352,6352,52005
6353,6353,52010
6355,6355,52010
6356,6356,52010
6359,6359,52010
6361,6361,52005
6363,6363,52010
6365,6365,52010
6367,6367,52010
6369,6369,52515
6370,6370,52005
6372,6372,52005
6373,6373,52010
6375,6375,52010
6383,6383,52510
6386,6386,52515
6390,6390,51010
6391,6391,52005
6392,6392,52005
6393,6393,52005
6395,6395,51510
6397,6397,51510
6398,6398,51020
6401,6401,52510
6405,6405,52510
6407,6407,52510
6409,6409,52510
6410,6410,52515
6415,6415,52515
6418,6418,52515
6423,6423,52515
6425,6425,52515
6426,6426,52515
6429,6429,53005
6430,6430,53005
6431,6431,53005
6432,6432,53001
6434,6434,53005
6435,6435,53005
6436,6436,53005
6437,6437,53005
6438,6438,53005
6440,6440,53005
6442,6442,53005
6443,6443,53010
6448,6448,53010
6450,6450,53010
6460,6460,52510
6461,6461,52510
6468,6468,52510
6472,6472,52515
6475,6475,52510
6476,6476,52515
6477,6477,52515
6479,6479,52515
6484,6484,52515
6485,6485,52510
6488,6488,52515
6490,6490,52515
6501,6501,52505
6502,6502,52505
6503,6503,52505
6507,6507,52505
6509,6509,52505
6510,6510,52505
6511,6511,52505
6512,6512,52505
6513,6513,52505
6514,6514,53515
6515,6515,53515
6516,6516,52505
6517,6517,53515
6518,6518,53515
6519,6519,53515
6521,6521,52505
6522,6522,53515
6525,6525,53515
6528,6528,53515
6530,6530,53503
6532,6532,53503
6535,6535,53515
6536,6536,53515
6537,6537,53505
6556,6556,50510
6558,6558,50510
6560,6560,52510
6562,6562,52510
6566,6566,52510
6567,6567,52510
6569,6569,52505
6575,6575,52505
6603,6603,52510
6605,6605,52510
6606,6606,52510
6608,6608,52510
6609,6609,52510
6612,6612,53510
6613,6613,52510
6620,6620,53515
6623,6623,53515
6630,6630,53510
6635,6635,53510
6638,6638,53510
6639,6639,53510
6640,6640,53510
6642,6642,53510
6646,6646,53510
6701,6701,53505
6705,6705,53505
6707,6707,53505
6710,6710,54010
6713,6713,54010
6714,6714,54010
6716,6716,54010
6718,6718,54010
6720,6720,54010
6721,6721,54005
6722,6722,54005
6725,6725,54510
6726,6726,54510
6728,6728,54505
6740,6740,54505
6743,6743,54505
6751,6751,54010
6752,6752,54010
6753,6753,54005
6754,6754,54005
6758,6758,54005
6760,6760,54005
6765,6765,54510
6770,6770,54505
6999,6999,58501
7000,7000,60505
7004,7004,60505
7005,7005,60505
7007,7007,60505
7008,7008,60505
7009,7009,60505
7010,7010,60505
7011,7011,60505
7012,7012,60505
7015,7015,60505
7016,7016,60505
7017,7017,60505
7018,7018,60505
7019,7019,60505
7020,7020,60505
7021,7021,60505
7022,7022,60505
7023,7023,60505
7024,7024,60505
7025,7025,60505
7026,7026,61005
7027,7027,61005
7030,7030,61005
7050,7050,60505
7052,7052,60505
7053,7053,60505
7054,7054,60505
7055,7055,60505
7109,7109,61005
7112,7112,61005
7113,7113,61005
7116,7116,61005
7117,7117,61005
7120,7120,61005
7140,7140,61005
7150,7150,61005
7155,7155,61005
7162,7162,61005
7163,7163,61005
7170,7170,60505
7171,7171,60505
7172,7172,60505
7173,7173,60505
7177,7177,61005
7178,7178,61005
7179,7179,61005
7180,7180,61005
7182,7182,61005
7184,7184,61005
7186,7186,61005
7190,7190,61005
7209,7209,61510
7210,7210,61510
7211,7211,61510
7212,7212,61505
7213,7213,61510
7214,7214,61515
7215,7215,61005
7216,7216,61515
7248,7248,61505
7249,7249,61505
7250,7250,61505
7252,7252,61505
7253,7253,61505
7254,7254,61510
7255,7255,61515
7256,7256,62010
7258,7258,61505
7259,7259,61510
7260,7260,61515
7261,7261,61515
7262,7262,61515
7263,7263,61515
7264,7264,61515
7265,7265,61515
7267,7267,61510
7268,7268,61510
7270,7270,61505
7275,7275,61505
7276,7276,61505
7277,7277,61510
7290,7290,61505
7291,7291,61510
7292,7292,61510
7300,7300,61505
7301,7301,61510
7302,7302,61510
7303,7303,61510
7304,7304,61005
7305,7305,62010
7306,7306,62010
7307,7307,62005
7310,7310,62005
7315,7315,62005
7316,7316,62005
7320,7320,62010
7321,7321,62010
7322,7322,62005
7325,7325,62005
7330,7330,62010
7331,7331,62010
7467,7467,62015
7468,7468,62015
7469,7469,62015
7470,7470,62015
7999,7999,68501
