Code,Name,FK_SSD
-1,Unknown,-1
3423,3423,22510
3424,3424,22510
3427,3427,20520
3428,3428,20535
3429,3429,20535
3430,3430,23520
3431,3431,23520
3433,3433,23520
3434,3434,23520
3435,3435,23520
3437,3437,23520
3438,3438,23520
3440,3440,23520
3441,3441,23520
3442,3442,23520
3444,3444,23510
3446,3446,23520
3447,3447,23510
3448,3448,23510
3450,3450,23510
3451,3451,23510
3453,3453,23510
3458,3458,22010
3460,3460,22010
3461,3461,22010
3462,3462,23510
3463,3463,23510
3464,3464,23510
3465,3465,22015
3467,3467,22015
3468,3468,22015
3469,3469,22015
3472,3472,23510
3475,3475,23510
3478,3478,22505
3480,3480,22505
3482,3482,23010
3483,3483,23010
3485,3485,22510
3487,3487,22510
3490,3490,23010
3491,3491,22510
3496,3496,23005
3498,3498,23005
3500,3500,15520
3501,3501,23005
3505,3505,23005
3506,3506,23010
3507,3507,23010
3509,3509,23010
3512,3512,23010
3515,3515,23505
3516,3516,23510
3517,3517,23510
3518,3518,23510
3520,3520,23510
3521,3521,24020
3523,3523,23510
3525,3525,23010
3527,3527,23010
3529,3529,23010
3530,3530,23010
3531,3531,23010
3533,3533,23010
3537,3537,23510
3540,3540,23015
3542,3542,23015
3544,3544,23015
3546,3546,23015
3549,3549,23015
3550,3550,23505
3551,3551,23505
3555,3555,23505
3556,3556,23505
3557,3557,23510
3558,3558,23510
3559,3559,24010
3561,3561,24010
3562,3562,24010
3563,3563,24010
3564,3564,24010
3566,3566,24010
3567,3567,23015
3568,3568,23015
3570,3570,23510
3571,3571,23510
3572,3572,23510
3573,3573,23510
3575,3575,23510
3578,3578,23015
3579,3579,23015
3580,3580,23015
3583,3583,23015
3584,3584,23015
3585,3585,23015
3586,3586,23015
3588,3588,23015
3589,3589,23015
3591,3591,23015
3594,3594,23015
3595,3595,23015
3596,3596,23015
3597,3597,23015
3607,3607,24015
3608,3608,24015
3610,3610,24010
3612,3612,24010
3614,3614,24005
3616,3616,24010
3618,3618,24010
3620,3620,24010
3621,3621,24010
3622,3622,24010
3623,3623,24010
3624,3624,24010
3629,3629,24005
3630,3630,24005
3631,3631,24005
3633,3633,24005
3634,3634,24010
3635,3635,24010
3636,3636,24010
3638,3638,24010
3639,3639,24010
3640,3640,24010
3641,3641,24010
3644,3644,15515
3646,3646,24010
3649,3649,24010
3658,3658,24020
3659,3659,24020
3660,3660,24020
3662,3662,24020
3664,3664,24015
3665,3665,24015
3666,3666,24015
3669,3669,24015
3670,3670,24015
3672,3672,24015
3673,3673,24015
3675,3675,24015
3677,3677,24510
3678,3678,24510
3682,3682,24510
3683,3683,24505
3685,3685,24510
3687,3687,24510
3688,3688,24505
3690,3690,24505
3691,3691,24505
3693,3693,24505
3694,3694,24505
3695,3695,24505
3697,3697,24515
3698,3698,24515
3699,3699,24515
3700,3700,24505
3701,3701,24515
3705,3705,24515
3707,3707,24515
3708,3708,24515
3709,3709,24515
3711,3711,24020
3712,3712,24020
3713,3713,24020
3714,3714,24020
3715,3715,24015
3717,3717,24020
3719,3719,24020
3720,3720,24015
3722,3722,24015
3723,3723,24015
3725,3725,24015
3726,3726,24015
3727,3727,24010
3728,3728,24010
3730,3730,24010
3732,3732,24510
3733,3733,24510
3735,3735,24510
3737,3737,24515
3740,3740,24515
3741,3741,24515
3744,3744,24515
3746,3746,24510
3747,3747,24505
3749,3749,24505
3750,3750,20540
3751,3751,20540
3752,3752,20540
3753,3753,24020
3754,3754,20540
3756,3756,24020
3757,3757,20540
3758,3758,24020
3759,3759,20540
3760,3760,20540
3761,3761,20540
3762,3762,24020
3763,3763,24020
3764,3764,24020
3765,3765,20560
3766,3766,20560
3767,3767,20560
3770,3770,20560
3775,3775,20540
3777,3777,20560
3778,3778,24020
3779,3779,24020
3781,3781,20580
3782,3782,20560
3783,3783,20580
3785,3785,20560
3786,3786,20560
3787,3787,20560
3788,3788,20560
3789,3789,20560
3791,3791,20560
3792,3792,20560
3793,3793,20560
3795,3795,20560
3796,3796,20560
3797,3797,20560
3799,3799,20560
3802,3802,20580
3803,3803,20580
3804,3804,20560
3805,3805,20580
3806,3806,20580
3807,3807,20580
3808,3808,20580
3809,3809,20580
3810,3810,20580
3812,3812,20580
3813,3813,20580
3814,3814,20580
3815,3815,20580
3816,3816,25510
3818,3818,25510
3820,3820,25510
3821,3821,25510
3822,3822,25510
3823,3823,25510
3824,3824,25505
3825,3825,25505
3831,3831,25510
3833,3833,25510
3835,3835,25510
3840,3840,25505
3842,3842,25505
3844,3844,25015
3847,3847,25015
3850,3850,25015
3851,3851,25015
3854,3854,25015
3856,3856,25505
3857,3857,25015
3858,3858,25015
3859,3859,25015
3860,3860,25015
3862,3862,25015
3864,3864,25005
3865,3865,25005
3869,3869,25505
3870,3870,25505
3871,3871,25520
3874,3874,25015
3875,3875,25005
3878,3878,25005
3880,3880,25005
3882,3882,25005
3885,3885,25005
3886,3886,25005
3887,3887,25005
3888,3888,25005
3889,3889,25005
3890,3890,25005
3891,3891,25005
3892,3892,25005
3895,3895,25005
3896,3896,25005
3898,3898,25005
3900,3900,25005
3902,3902,25005
3903,3903,25005
3904,3904,25005
3909,3909,25005
3910,3910,20585
3911,3911,20585
3912,3912,20580
3913,3913,20590
3915,3915,20590
3916,3916,20590
3918,3918,20590
3919,3919,20590
3920,3920,20590
3921,3921,25520
3922,3922,25520
3923,3923,25520
3925,3925,25520
3926,3926,20590
3927,3927,20590
3928,3928,20590
3929,3929,20590
3930,3930,20590
3931,3931,20590
3933,3933,20590
3934,3934,20590
3936,3936,20590
3937,3937,20590
3938,3938,20590
3939,3939,20590
3940,3940,20590
3941,3941,20590
3942,3942,20590
3943,3943,20590
3944,3944,20590
3945,3945,25520
3946,3946,25520
3950,3950,25520
3951,3951,25520
3953,3953,25520
3956,3956,25520
3957,3957,25520
3958,3958,25520
3959,3959,25520
3960,3960,25520
3962,3962,25015
3964,3964,25520
3965,3965,25520
3966,3966,25520
3967,3967,25520
3971,3971,25015
3975,3975,20580
3976,3976,20580
3977,3977,20580
3978,3978,20580
3979,3979,25520
3980,3980,20580
3981,3981,20580
3984,3984,20580
3987,3987,25520
3988,3988,25520
3990,3990,25520
3991,3991,25520
3992,3992,25520
3995,3995,25520
3996,3996,25520
3999,3999,28501
4000,4000,30505
4005,4005,30505
4006,4006,30505
4007,4007,30505
4008,4008,30505
4009,4009,30505
4010,4010,30505
4011,4011,30505
4012,4012,30505
4013,4013,30505
4014,4014,30505
4017,4017,30505
4018,4018,30505
4019,4019,30545
4020,4020,30545
4021,4021,30545
4022,4022,30545
4025,4025,30505
4030,4030,30505
4031,4031,30505
4032,4032,30505
4034,4034,30505
4035,4035,30505
4036,4036,30505
4037,4037,30540
4051,4051,30505
4053,4053,30505
4054,4054,30505
4055,4055,30540
4059,4059,30505
4060,4060,30505
4061,4061,30505
4064,4064,30505
4065,4065,30505
4066,4066,30505
4067,4067,30505
4068,4068,30505
4069,4069,30505
4070,4070,30505
4073,4073,30505
4074,4074,30505
4075,4075,30505
4076,4076,30505
4077,4077,30505
4078,4078,30505
4101,4101,30505
4102,4102,30505
4103,4103,30505
4104,4104,30505
4105,4105,30505
4106,4106,30505
4107,4107,30505
4108,4108,30505
4109,4109,30505
4110,4110,30505
4111,4111,30505
4112,4112,30505
4113,4113,30505
4114,4114,30530
4115,4115,30505
4116,4116,30505
4117,4117,30505
4118,4118,30530
4119,4119,30530
4120,4120,30505
4121,4121,30505
4122,4122,30505
4123,4123,30505
4124,4124,30515
4125,4125,30515
4127,4127,30530
4128,4128,30530
4129,4129,30530
4130,4130,30530
4131,4131,30530
4132,4132,30530
4133,4133,30515
4151,4151,30505
4152,4152,30505
4153,4153,30505
4154,4154,30505
4155,4155,30505
4156,4156,30505
4157,4157,30505
4158,4158,30550
4159,4159,30550
4160,4160,30550
4161,4161,30550
4163,4163,30550
4164,4164,30550
4165,4165,30550
4169,4169,30505
4170,4170,30505
4171,4171,30505
4172,4172,30505
4173,4173,30505
4174,4174,30505
4178,4178,30505
4179,4179,30505
4183,4183,30550
4184,4184,30550
4205,4205,30510
4207,4207,30510
4208,4208,30510
4209,4209,31005
4210,4210,31005
4211,4211,31020
4212,4212,31005
4213,4213,31005
4214,4214,31005
4215,4215,31005
4216,4216,31005
4217,4217,31005
4218,4218,31005
4219,4219,31005
4220,4220,31005
4221,4221,31005
4223,4223,31005
4224,4224,31005
4225,4225,31005
4226,4226,31005
4227,4227,31005
4228,4228,31005
4229,4229,31005
4270,4270,30515
4271,4271,31020
4272,4272,31020
4275,4275,31020
4280,4280,30515
4285,4285,31020
4287,4287,31020
4300,4300,30525
4301,4301,30525
4303,4303,30525
4304,4304,30525
4305,4305,30525
4306,4306,30525
4307,4307,31020
4309,4309,31020
4310,4310,31020
4311,4311,31020
4312,4312,31020
4313,4313,31020
4340,4340,31020
4341,4341,31020
4342,4342,31020
4343,4343,31020
4344,4344,31020
4346,4346,31020
4347,4347,31020
4350,4350,32001
4352,4352,31020
4354,4354,32005
4355,4355,32005
4356,4356,32005
4357,4357,32005
4358,4358,32001
4359,4359,32005
4360,4360,32005
4361,4361,32005
4362,4362,32005
4370,4370,32005
4371,4371,32005
4373,4373,32005
4374,4374,32005
4377,4377,32005
4380,4380,32005
4382,4382,32005
4383,4383,32005
4385,4385,32005
4387,4387,32005
4388,4388,32005
4390,4390,32005
4400,4400,32001
4401,4401,32005
4402,4402,32005
4403,4403,32005
4404,4404,32005
4405,4405,32005
4406,4406,32005
4407,4407,32005
4408,4408,32005
4410,4410,32005
4411,4411,32005
4412,4412,32005
4413,4413,31510
4415,4415,32005
4416,4416,32005
4417,4417,32505
4418,4418,32005
4419,4419,32005
4420,4420,32005
4421,4421,32005
4422,4422,32005
4425,4425,32005
4426,4426,32505
4427,4427,32505
4428,4428,32005
4454,4454,32505
4455,4455,32505
4462,4462,32505
4465,4465,32505
4467,4467,32505
4468,4468,32505
4470,4470,33505
4472,4472,33505
4474,4474,32505
4475,4475,32505
4477,4477,32505
4478,4478,33505
4480,4480,32505
4481,4481,33505
4482,4482,33505
4486,4486,32505
4487,4487,32505
4488,4488,32505
4489,4489,32505
4490,4490,32505
4491,4491,32505
4492,4492,32505
4494,4494,32005
4496,4496,32005
4497,4497,32505
4498,4498,32005
4500,4500,30540
4501,4501,30540
4502,4502,30540
4503,4503,30540
4504,4504,30520
4505,4505,30520
4506,4506,30520
4507,4507,30520
4508,4508,30520
4509,4509,30540
4510,4510,30520
4511,4511,30520
4512,4512,30520
4514,4514,31020
4515,4515,31020
4516,4516,30520
4517,4517,31020
4518,4518,31020
4519,4519,31020
4520,4520,30540
4521,4521,30520
4550,4550,31020
4551,4551,31015
4552,4552,31020
